session_id,site1,time1,site2,time2,site3,time3,site4,time4,site5,time5,site6,time6,site7,time7,site8,time8,site9,time9,site10,time10,target
285,855,12/04/2013 14:30,1515,12/04/2013 14:30,1514,12/04/2013 14:30,1516,12/04/2013 14:30,1517,12/04/2013 14:30,855,12/04/2013 14:30,1514,12/04/2013 14:30,1516,12/04/2013 14:30,1516,12/04/2013 14:30,1517,12/04/2013 14:30,0
286,1514,12/04/2013 14:31,855,12/04/2013 14:31,1519,12/04/2013 14:31,1518,12/04/2013 14:31,855,12/04/2013 14:32,1515,12/04/2013 14:32,1514,12/04/2013 14:32,1517,12/04/2013 14:32,1518,12/04/2013 14:32,1524,12/04/2013 14:32,0
287,1523,12/04/2013 14:32,1514,12/04/2013 14:32,1518,12/04/2013 14:32,1515,12/04/2013 14:32,855,12/04/2013 14:32,1520,12/04/2013 14:33,1517,12/04/2013 14:33,1524,12/04/2013 14:33,1523,12/04/2013 14:33,1514,12/04/2013 14:33,0
288,1023,12/04/2013 14:51,3374,12/04/2013 14:51,1062,12/04/2013 14:51,1063,12/04/2013 14:51,8219,12/04/2013 14:51,8220,12/04/2013 14:51,202,12/04/2013 14:51,16282,12/04/2013 14:51,292,12/04/2013 14:51,8220,12/04/2013 14:51,0
289,19903,12/04/2013 15:04,19901,12/04/2013 15:04,19904,12/04/2013 15:04,335,12/04/2013 15:04,19905,12/04/2013 15:04,19902,12/04/2013 15:04,23,12/04/2013 15:04,19906,12/04/2013 15:04,352,12/04/2013 15:04,19907,12/04/2013 15:04,0
290,242,12/04/2013 15:05,12,12/04/2013 15:05,9652,12/04/2013 15:05,9652,12/04/2013 15:06,242,12/04/2013 15:07,23,12/04/2013 15:07,269,12/04/2013 15:07,7,12/04/2013 15:07,16,12/04/2013 15:07,242,12/04/2013 15:07,0
291,756,12/04/2013 15:55,756,12/04/2013 15:55,30962,12/04/2013 15:55,30962,12/04/2013 15:55,30963,12/04/2013 15:55,30958,12/04/2013 15:55,30958,12/04/2013 15:55,30959,12/04/2013 15:55,76,12/04/2013 15:55,77,12/04/2013 15:55,0
292,52,12/04/2013 16:02,197,12/04/2013 16:02,52,12/04/2013 16:02,22,12/04/2013 16:03,21,12/04/2013 16:03,23,12/04/2013 16:03,55,12/04/2013 16:07,56,12/04/2013 16:07,52,12/04/2013 16:08,53,12/04/2013 16:08,0
293,812,12/04/2013 16:14,22,12/04/2013 16:14,22,12/04/2013 16:15,812,12/04/2013 16:15,676,12/04/2013 16:15,679,12/04/2013 16:15,39,12/04/2013 16:15,676,12/04/2013 16:15,679,12/04/2013 16:15,22,12/04/2013 16:15,0
294,49,12/04/2013 16:23,49,12/04/2013 16:23,52,12/04/2013 16:23,53,12/04/2013 16:23,304,12/04/2013 16:23,52,12/04/2013 16:23,52,12/04/2013 16:23,21,12/04/2013 16:23,196,12/04/2013 16:23,52,12/04/2013 16:23,0
295,327,12/04/2013 16:52,2914,12/04/2013 16:52,39,12/04/2013 16:52,29,12/04/2013 16:52,2912,12/04/2013 16:52,30,12/04/2013 16:52,2914,12/04/2013 16:52,10124,12/04/2013 16:52,22,12/04/2013 16:52,37,12/04/2013 16:52,0
296,21,12/04/2013 16:59,676,12/04/2013 16:59,21,12/04/2013 16:59,679,12/04/2013 17:00,23,12/04/2013 17:00,39,12/04/2013 17:00,21,12/04/2013 17:00,676,12/04/2013 17:00,679,12/04/2013 17:00,677,12/04/2013 17:00,0
297,152,12/04/2013 17:38,270,12/04/2013 17:38,399,12/04/2013 17:38,152,12/04/2013 17:38,148,12/04/2013 17:38,21,12/04/2013 17:38,21,12/04/2013 17:38,139,12/04/2013 17:38,138,12/04/2013 17:38,21,12/04/2013 17:38,0
298,9652,12/04/2013 18:17,14,12/04/2013 18:17,9652,12/04/2013 18:17,14,12/04/2013 18:18,14,12/04/2013 18:18,7,12/04/2013 18:18,10,12/04/2013 18:18,9652,12/04/2013 18:18,9652,12/04/2013 18:18,3,12/04/2013 18:18,0
299,11264,12/05/2013 8:12,21,12/05/2013 8:12,21,12/05/2013 8:12,21,12/05/2013 8:13,20267,12/05/2013 8:13,20267,12/05/2013 8:13,21,12/05/2013 8:13,21,12/05/2013 8:13,23130,12/05/2013 8:13,23130,12/05/2013 8:13,0
300,2,12/05/2013 8:24,3,12/05/2013 8:24,3,12/05/2013 8:24,812,12/05/2013 8:24,8,12/05/2013 8:24,3,12/05/2013 8:26,3,12/05/2013 8:26,15,12/05/2013 8:26,4,12/05/2013 8:27,14,12/05/2013 8:27,0
301,21,12/05/2013 8:40,337,12/05/2013 8:40,340,12/05/2013 8:40,338,12/05/2013 8:40,336,12/05/2013 8:40,337,12/05/2013 8:40,340,12/05/2013 8:40,339,12/05/2013 8:40,23,12/05/2013 8:40,336,12/05/2013 8:40,0
302,959,12/05/2013 8:50,3,12/05/2013 8:51,65,12/05/2013 8:51,8,12/05/2013 8:52,21,12/05/2013 8:52,242,12/05/2013 8:52,23,12/05/2013 8:52,38,12/05/2013 8:52,242,12/05/2013 8:52,242,12/05/2013 8:52,0
303,12891,12/05/2013 8:56,12890,12/05/2013 8:56,33,12/05/2013 8:56,533,12/05/2013 8:56,12891,12/05/2013 8:56,29,12/05/2013 8:56,35,12/05/2013 8:56,12890,12/05/2013 8:56,12890,12/05/2013 8:56,2829,12/05/2013 8:56,0
304,959,12/05/2013 9:19,959,12/05/2013 9:19,948,12/05/2013 9:19,570,12/05/2013 9:20,570,12/05/2013 9:29,948,12/05/2013 9:36,959,12/05/2013 9:36,948,12/05/2013 9:37,959,12/05/2013 9:37,55,12/05/2013 9:37,0
305,29,12/05/2013 9:40,5275,12/05/2013 9:40,5256,12/05/2013 9:40,5255,12/05/2013 9:40,5275,12/05/2013 9:40,5276,12/05/2013 9:40,5277,12/05/2013 9:41,5272,12/05/2013 9:41,5277,12/05/2013 9:41,29,12/05/2013 9:41,0
306,21,12/05/2013 9:41,38,12/05/2013 9:41,989,12/05/2013 9:41,532,12/05/2013 9:41,753,12/05/2013 9:41,1020,12/05/2013 9:41,989,12/05/2013 9:41,48,12/05/2013 9:41,1021,12/05/2013 9:41,1020,12/05/2013 9:41,0
307,175,12/05/2013 9:45,177,12/05/2013 9:45,21,12/05/2013 9:45,177,12/05/2013 9:45,175,12/05/2013 9:45,175,12/05/2013 9:45,177,12/05/2013 9:45,178,12/05/2013 9:45,175,12/05/2013 9:45,175,12/05/2013 9:45,0
308,26,12/05/2013 10:02,31,12/05/2013 10:02,26,12/05/2013 10:02,32,12/05/2013 10:02,36,12/05/2013 10:02,29,12/05/2013 10:02,30,12/05/2013 10:02,33,12/05/2013 10:02,35,12/05/2013 10:02,29,12/05/2013 10:02,0
309,881,12/05/2013 10:11,881,12/05/2013 10:11,80,12/05/2013 10:11,80,12/05/2013 10:11,881,12/05/2013 10:11,881,12/05/2013 10:11,52,12/05/2013 10:11,1057,12/05/2013 10:11,80,12/05/2013 10:11,77,12/05/2013 10:11,0
310,41,12/05/2013 10:23,42,12/05/2013 10:23,34,12/05/2013 10:23,36,12/05/2013 10:23,30,12/05/2013 10:23,29,12/05/2013 10:23,32,12/05/2013 10:23,4510,12/05/2013 10:23,33,12/05/2013 10:23,35,12/05/2013 10:23,0
311,37,12/05/2013 10:29,39,12/05/2013 10:29,37,12/05/2013 10:29,37,12/05/2013 10:30,167,12/05/2013 10:30,167,12/05/2013 10:30,167,12/05/2013 10:30,167,12/05/2013 10:30,167,12/05/2013 10:30,3,12/05/2013 10:30,0
312,30128,12/05/2013 10:37,2078,12/05/2013 10:37,38,12/05/2013 10:37,2077,12/05/2013 10:37,30140,12/05/2013 10:37,2075,12/05/2013 10:37,35,12/05/2013 10:37,2076,12/05/2013 10:37,2077,12/05/2013 10:37,2074,12/05/2013 10:37,0
313,167,12/05/2013 10:40,4668,12/05/2013 10:40,167,12/05/2013 10:40,384,12/05/2013 10:40,3,12/05/2013 10:40,38,12/05/2013 10:41,38,12/05/2013 10:41,32,12/05/2013 10:41,30,12/05/2013 10:41,4668,12/05/2013 10:41,0
314,9662,12/05/2013 10:58,234,12/05/2013 10:58,9664,12/05/2013 10:58,9663,12/05/2013 10:58,9662,12/05/2013 10:58,32,12/05/2013 10:58,9665,12/05/2013 10:58,33,12/05/2013 10:58,35,12/05/2013 10:58,1,12/05/2013 10:58,0
315,9666,12/05/2013 10:58,9667,12/05/2013 10:58,17,12/05/2013 10:58,14,12/05/2013 10:58,9652,12/05/2013 10:58,21,12/05/2013 11:01,21,12/05/2013 11:01,17,12/05/2013 11:03,272,12/05/2013 11:04,272,12/05/2013 11:04,0
316,229,12/05/2013 10:59,229,12/05/2013 10:59,229,12/05/2013 10:59,229,12/05/2013 10:59,21,12/05/2013 10:59,229,12/05/2013 10:59,21,12/05/2013 10:59,16306,12/05/2013 11:00,23,12/05/2013 11:00,21,12/05/2013 11:00,0
317,6797,12/05/2013 11:00,6797,12/05/2013 11:00,6797,12/05/2013 11:00,23,12/05/2013 11:09,52,12/05/2013 11:09,23,12/05/2013 11:09,52,12/05/2013 11:11,52,12/05/2013 11:11,52,12/05/2013 11:11,23,12/05/2013 11:11,0
318,896,12/05/2013 11:03,896,12/05/2013 11:03,896,12/05/2013 11:03,24545,12/05/2013 11:03,896,12/05/2013 11:03,1995,12/05/2013 11:03,1994,12/05/2013 11:03,24545,12/05/2013 11:03,896,12/05/2013 11:03,24545,12/05/2013 11:03,0
319,24544,12/05/2013 11:10,24544,12/05/2013 11:10,24544,12/05/2013 11:10,24544,12/05/2013 11:10,24544,12/05/2013 11:10,24545,12/05/2013 11:10,24544,12/05/2013 11:10,1994,12/05/2013 11:10,24545,12/05/2013 11:10,1995,12/05/2013 11:10,0
320,7483,12/05/2013 11:13,7481,12/05/2013 11:13,7483,12/05/2013 11:13,7483,12/05/2013 11:13,33,12/05/2013 11:13,7481,12/05/2013 11:13,29,12/05/2013 11:13,35,12/05/2013 11:13,7480,12/05/2013 11:13,7483,12/05/2013 11:13,0
321,23,12/05/2013 12:03,52,12/05/2013 12:03,52,12/05/2013 12:03,803,12/05/2013 12:03,23,12/05/2013 12:06,21,12/05/2013 12:06,229,12/05/2013 12:06,21,12/05/2013 12:06,229,12/05/2013 12:06,229,12/05/2013 12:06,0
322,814,12/05/2013 12:16,39,12/05/2013 12:16,679,12/05/2013 12:16,812,12/05/2013 12:16,23,12/05/2013 12:16,814,12/05/2013 12:16,22,12/05/2013 12:16,815,12/05/2013 12:16,812,12/05/2013 12:16,21,12/05/2013 12:16,0
323,80,12/05/2013 12:31,82,12/05/2013 12:31,80,12/05/2013 12:31,80,12/05/2013 12:31,76,12/05/2013 12:31,31742,12/05/2013 12:31,80,12/05/2013 12:31,82,12/05/2013 12:31,80,12/05/2013 12:31,76,12/05/2013 12:32,0
324,81,12/05/2013 12:40,76,12/05/2013 12:40,1307,12/05/2013 12:40,80,12/05/2013 12:40,77,12/05/2013 12:40,76,12/05/2013 12:40,876,12/05/2013 12:40,76,12/05/2013 12:40,77,12/05/2013 12:40,1345,12/05/2013 12:40,0
325,335,12/05/2013 13:34,5251,12/05/2013 13:34,33,12/05/2013 13:34,704,12/05/2013 13:34,35,12/05/2013 13:34,5251,12/05/2013 13:34,1160,12/05/2013 13:34,22,12/05/2013 13:34,533,12/05/2013 13:34,704,12/05/2013 13:34,0
326,2382,12/05/2013 13:35,87,12/05/2013 13:35,2049,12/05/2013 13:35,76,12/05/2013 13:35,77,12/05/2013 13:35,2383,12/05/2013 13:35,533,12/05/2013 13:35,29,12/05/2013 13:35,1600,12/05/2013 13:35,29,12/05/2013 13:35,0
327,23,12/05/2013 13:36,812,12/05/2013 13:36,570,12/05/2013 13:36,39,12/05/2013 13:36,814,12/05/2013 13:36,815,12/05/2013 13:36,22,12/05/2013 13:36,812,12/05/2013 13:36,816,12/05/2013 13:36,814,12/05/2013 13:36,0
328,1462,12/05/2013 13:38,1359,12/05/2013 13:38,388,12/05/2013 13:38,1359,12/05/2013 13:38,388,12/05/2013 13:38,85,12/05/2013 13:38,1359,12/05/2013 13:38,1122,12/05/2013 13:38,388,12/05/2013 13:38,1359,12/05/2013 13:38,0
329,305,12/05/2013 13:39,306,12/05/2013 13:39,306,12/05/2013 13:39,21,12/05/2013 13:41,941,12/05/2013 13:41,940,12/05/2013 13:41,5828,12/05/2013 13:57,23,12/05/2013 13:57,21,12/05/2013 13:57,21,12/05/2013 13:57,0
330,940,12/05/2013 13:43,941,12/05/2013 13:43,3559,12/05/2013 13:43,941,12/05/2013 13:43,942,12/05/2013 13:43,3560,12/05/2013 13:43,617,12/05/2013 13:43,3846,12/05/2013 13:43,3847,12/05/2013 13:43,3847,12/05/2013 13:43,0
331,676,12/05/2013 13:50,39,12/05/2013 13:50,23,12/05/2013 13:50,22,12/05/2013 13:50,570,12/05/2013 13:50,23,12/05/2013 13:51,21,12/05/2013 13:51,23,12/05/2013 13:51,23,12/05/2013 13:51,22,12/05/2013 13:51,0
332,6126,12/05/2013 14:16,11088,12/05/2013 14:16,11091,12/05/2013 14:16,34634,12/05/2013 14:16,11093,12/05/2013 14:16,11096,12/05/2013 14:16,10958,12/05/2013 14:16,10917,12/05/2013 14:16,11097,12/05/2013 14:16,6284,12/05/2013 14:16,0
333,7949,12/05/2013 14:18,7949,12/05/2013 14:18,7951,12/05/2013 14:18,11115,12/05/2013 14:18,7951,12/05/2013 14:18,11115,12/05/2013 14:18,7949,12/05/2013 14:18,7980,12/05/2013 14:18,34633,12/05/2013 14:18,34633,12/05/2013 14:18,0
334,55,12/05/2013 14:25,222,12/05/2013 14:27,23,12/05/2013 14:27,39,12/05/2013 14:27,22,12/05/2013 14:27,774,12/05/2013 14:27,616,12/05/2013 14:27,677,12/05/2013 14:27,678,12/05/2013 14:28,570,12/05/2013 14:28,0
335,11455,12/05/2013 14:27,11455,12/05/2013 14:27,11455,12/05/2013 14:28,11455,12/05/2013 14:28,11455,12/05/2013 14:28,11455,12/05/2013 14:28,778,12/05/2013 14:31,21,12/05/2013 14:32,23,12/05/2013 14:35,21,12/05/2013 14:35,0
336,23,12/05/2013 14:29,256,12/05/2013 14:29,256,12/05/2013 14:29,23,12/05/2013 14:29,6032,12/05/2013 14:29,392,12/05/2013 14:29,392,12/05/2013 14:29,256,12/05/2013 14:29,256,12/05/2013 14:29,1107,12/05/2013 14:29,0
337,33,12/05/2013 14:29,6031,12/05/2013 14:29,22,12/05/2013 14:29,319,12/05/2013 14:29,35,12/05/2013 14:29,29,12/05/2013 14:29,256,12/05/2013 14:29,6031,12/05/2013 14:29,6032,12/05/2013 14:29,32,12/05/2013 14:29,0
338,156,12/05/2013 14:29,6032,12/05/2013 14:29,6031,12/05/2013 14:29,256,12/05/2013 14:29,29,12/05/2013 14:29,1107,12/05/2013 14:29,256,12/05/2013 14:29,1107,12/05/2013 14:29,270,12/05/2013 14:30,270,12/05/2013 14:30,0
339,27812,12/05/2013 14:41,6285,12/05/2013 14:41,11106,12/05/2013 14:41,11106,12/05/2013 14:42,7980,12/05/2013 14:42,11106,12/05/2013 14:42,11106,12/05/2013 14:42,11106,12/05/2013 14:43,27812,12/05/2013 14:43,7980,12/05/2013 14:43,0
340,815,12/05/2013 14:47,39,12/05/2013 14:47,816,12/05/2013 14:47,816,12/05/2013 14:47,570,12/05/2013 14:47,22,12/05/2013 14:47,22,12/05/2013 14:47,812,12/05/2013 14:47,570,12/05/2013 14:47,570,12/05/2013 14:47,0
341,1451,12/05/2013 14:49,812,12/05/2013 14:49,1039,12/05/2013 14:51,616,12/05/2013 14:51,1039,12/05/2013 14:53,677,12/05/2013 14:53,774,12/05/2013 14:53,616,12/05/2013 14:53,616,12/05/2013 14:53,616,12/05/2013 14:53,0
342,9041,12/05/2013 14:53,335,12/05/2013 14:53,2814,12/05/2013 14:53,2815,12/05/2013 14:53,220,12/05/2013 14:53,9041,12/05/2013 14:53,9041,12/05/2013 14:53,335,12/05/2013 14:53,9041,12/05/2013 14:53,335,12/05/2013 14:53,0
343,467,12/05/2013 14:53,9041,12/05/2013 14:53,9041,12/05/2013 14:53,5551,12/05/2013 14:54,9041,12/05/2013 14:54,5551,12/05/2013 14:54,9041,12/05/2013 14:54,23,12/05/2013 14:54,9041,12/05/2013 14:54,9041,12/05/2013 14:54,0
344,2815,12/05/2013 14:54,9041,12/05/2013 14:54,9041,12/05/2013 14:54,335,12/05/2013 14:54,2815,12/05/2013 14:54,335,12/05/2013 14:54,2815,12/05/2013 14:54,2815,12/05/2013 14:54,2815,12/05/2013 14:55,2815,12/05/2013 14:55,0
345,812,12/05/2013 14:59,733,12/05/2013 14:59,733,12/05/2013 14:59,733,12/05/2013 14:59,733,12/05/2013 14:59,570,12/05/2013 15:00,816,12/05/2013 15:00,812,12/05/2013 15:00,22,12/05/2013 15:00,23,12/05/2013 15:00,0
346,707,12/05/2013 15:00,707,12/05/2013 15:00,229,12/05/2013 15:00,570,12/05/2013 15:00,21,12/05/2013 15:01,23,12/05/2013 15:01,21,12/05/2013 15:01,22,12/05/2013 15:01,570,12/05/2013 15:01,21,12/05/2013 15:01,0
347,22524,12/05/2013 15:06,22524,12/05/2013 15:06,22524,12/05/2013 15:06,22524,12/05/2013 15:07,812,12/05/2013 15:07,22524,12/05/2013 15:07,22524,12/05/2013 15:07,22524,12/05/2013 15:07,22524,12/05/2013 15:07,22524,12/05/2013 15:07,0
348,21,12/05/2013 15:06,23,12/05/2013 15:06,11130,12/05/2013 15:06,15007,12/05/2013 15:06,15007,12/05/2013 15:07,22,12/05/2013 15:07,11130,12/05/2013 15:07,612,12/05/2013 15:07,568,12/05/2013 15:07,15007,12/05/2013 15:07,0
349,616,12/05/2013 15:13,752,12/05/2013 15:13,570,12/05/2013 15:13,1452,12/05/2013 15:13,752,12/05/2013 15:13,677,12/05/2013 15:13,812,12/05/2013 15:14,1039,12/05/2013 15:14,617,12/05/2013 15:15,616,12/05/2013 15:16,0
350,570,12/05/2013 15:15,22,12/05/2013 15:15,570,12/05/2013 15:15,815,12/05/2013 15:15,570,12/05/2013 15:15,816,12/05/2013 15:15,815,12/05/2013 15:15,812,12/05/2013 15:15,23,12/05/2013 15:15,816,12/05/2013 15:15,0
351,21,12/05/2013 15:19,10036,12/05/2013 15:19,10036,12/05/2013 15:19,10036,12/05/2013 15:19,23,12/05/2013 15:19,10036,12/05/2013 15:19,10036,12/05/2013 15:19,10036,12/05/2013 15:19,32379,12/05/2013 15:28,812,12/05/2013 15:29,0
352,3393,12/05/2013 15:26,1023,12/05/2013 15:26,3393,12/05/2013 15:26,125,12/05/2013 15:26,3394,12/05/2013 15:26,3393,12/05/2013 15:26,6618,12/05/2013 15:26,338,12/05/2013 15:26,3393,12/05/2013 15:26,32,12/05/2013 15:26,0
353,9213,12/05/2013 15:43,9213,12/05/2013 15:43,9213,12/05/2013 15:43,9213,12/05/2013 15:43,9213,12/05/2013 15:43,9213,12/05/2013 15:43,9213,12/05/2013 15:43,9213,12/05/2013 15:44,9213,12/05/2013 15:44,9213,12/05/2013 15:44,0
354,22,12/05/2013 15:44,815,12/05/2013 15:44,812,12/05/2013 15:45,570,12/05/2013 15:45,22,12/05/2013 15:45,774,12/05/2013 15:46,774,12/05/2013 15:48,812,12/05/2013 15:48,167,12/05/2013 15:49,167,12/05/2013 15:49,0
355,175,12/05/2013 15:44,6142,12/05/2013 15:44,178,12/05/2013 15:44,175,12/05/2013 15:44,6142,12/05/2013 15:44,6142,12/05/2013 15:45,22,12/05/2013 15:45,21,12/05/2013 15:45,229,12/05/2013 15:45,6142,12/05/2013 15:46,0
356,23,12/05/2013 16:05,181,12/05/2013 16:05,23,12/05/2013 16:05,181,12/05/2013 16:05,7274,12/05/2013 16:05,7274,12/05/2013 16:05,182,12/05/2013 16:05,181,12/05/2013 16:05,29,12/05/2013 16:05,22,12/05/2013 16:07,0
357,1451,12/05/2013 16:21,774,12/05/2013 16:22,1275,12/05/2013 16:22,1451,12/05/2013 16:22,570,12/05/2013 16:22,616,12/05/2013 16:22,616,12/05/2013 16:22,678,12/05/2013 16:22,617,12/05/2013 16:22,616,12/05/2013 16:22,0
358,32380,12/05/2013 16:25,32380,12/05/2013 16:25,32380,12/05/2013 16:26,32380,12/05/2013 16:27,32380,12/05/2013 16:28,32380,12/05/2013 16:29,32380,12/05/2013 16:30,32380,12/05/2013 16:31,32380,12/05/2013 16:32,32380,12/05/2013 16:33,0
359,4902,12/05/2013 16:29,4897,12/05/2013 16:29,4897,12/05/2013 16:29,341,12/05/2013 16:29,765,12/05/2013 16:29,4901,12/05/2013 16:29,4897,12/05/2013 16:29,4901,12/05/2013 16:29,4899,12/05/2013 16:29,4901,12/05/2013 16:29,0
360,6965,12/05/2013 16:30,6966,12/05/2013 16:30,6967,12/05/2013 16:30,6965,12/05/2013 16:30,6991,12/05/2013 16:30,23,12/05/2013 16:30,6967,12/05/2013 16:30,6968,12/05/2013 16:30,4897,12/05/2013 16:30,4897,12/05/2013 16:30,0
361,716,12/05/2013 16:32,4901,12/05/2013 16:32,4901,12/05/2013 16:32,1980,12/05/2013 16:32,1980,12/05/2013 16:32,1980,12/05/2013 16:32,4901,12/05/2013 16:32,4899,12/05/2013 16:33,4897,12/05/2013 16:33,6966,12/05/2013 16:33,0
362,1,12/05/2013 16:51,63,12/05/2013 16:53,21,12/05/2013 16:54,23,12/05/2013 16:54,23,12/05/2013 16:54,22,12/05/2013 16:54,22,12/05/2013 16:54,21,12/05/2013 16:54,23,12/05/2013 16:54,21,12/05/2013 16:55,0
363,7,12/05/2013 16:59,14,12/05/2013 16:59,7,12/05/2013 16:59,8,12/05/2013 16:59,5,12/05/2013 16:59,14,12/05/2013 16:59,19,12/05/2013 16:59,58,12/05/2013 16:59,14,12/05/2013 16:59,58,12/05/2013 16:59,0
364,21,12/05/2013 17:01,229,12/05/2013 17:01,23,12/05/2013 17:01,229,12/05/2013 17:01,229,12/05/2013 17:01,229,12/05/2013 17:01,21,12/05/2013 17:01,656,12/05/2013 17:01,229,12/05/2013 17:01,21,12/05/2013 17:01,0
365,1980,12/05/2013 17:02,1980,12/05/2013 17:02,1980,12/05/2013 17:02,1980,12/05/2013 17:02,1980,12/05/2013 17:02,1980,12/05/2013 17:02,35,12/05/2013 17:03,33,12/05/2013 17:03,29,12/05/2013 17:03,4901,12/05/2013 17:03,0
366,27871,12/05/2013 17:06,27871,12/05/2013 17:06,27871,12/05/2013 17:06,27871,12/05/2013 17:06,27871,12/05/2013 17:06,27871,12/05/2013 17:06,27871,12/05/2013 17:06,27871,12/05/2013 17:06,27871,12/05/2013 17:06,27871,12/05/2013 17:06,0
367,178,12/05/2013 17:16,1452,12/05/2013 17:17,21,12/05/2013 17:18,21205,12/05/2013 17:18,1452,12/05/2013 17:18,566,12/05/2013 17:18,23,12/05/2013 17:18,616,12/05/2013 17:18,677,12/05/2013 17:18,5113,12/05/2013 17:18,0
368,23,12/05/2013 17:22,4897,12/05/2013 17:22,4902,12/05/2013 17:22,4897,12/05/2013 17:22,4897,12/05/2013 17:22,4902,12/05/2013 17:22,22,12/05/2013 17:22,33,12/05/2013 17:22,4897,12/05/2013 17:22,29,12/05/2013 17:22,0
369,270,12/05/2013 17:27,270,12/05/2013 17:27,677,12/05/2013 17:27,39,12/05/2013 17:27,616,12/05/2013 17:27,3861,12/05/2013 17:27,6095,12/05/2013 17:27,6094,12/05/2013 17:27,23,12/05/2013 17:27,33,12/05/2013 17:27,0
370,21,12/05/2013 17:30,677,12/05/2013 17:30,22,12/05/2013 17:30,678,12/05/2013 17:30,677,12/05/2013 17:30,616,12/05/2013 17:30,677,12/05/2013 17:30,616,12/05/2013 17:30,23,12/05/2013 17:30,22,12/05/2013 17:30,0
371,10007,12/05/2013 18:09,21,12/05/2013 18:09,21,12/05/2013 18:09,21,12/05/2013 18:09,733,12/05/2013 18:09,570,12/05/2013 18:09,733,12/05/2013 18:09,733,12/05/2013 18:09,733,12/05/2013 18:09,733,12/05/2013 18:09,0
372,4802,12/06/2013 8:07,23,12/06/2013 8:07,38,12/06/2013 8:07,1,12/06/2013 8:07,4803,12/06/2013 8:07,38,12/06/2013 8:07,4804,12/06/2013 8:07,23,12/06/2013 8:07,4805,12/06/2013 8:07,4805,12/06/2013 8:07,0
373,35,12/06/2013 8:14,22,12/06/2013 8:14,76,12/06/2013 8:14,29,12/06/2013 8:14,37,12/06/2013 8:14,229,12/06/2013 8:15,21,12/06/2013 8:15,17746,12/06/2013 8:15,17746,12/06/2013 8:15,21,12/06/2013 8:15,0
374,826,12/06/2013 8:54,827,12/06/2013 8:54,828,12/06/2013 8:54,829,12/06/2013 8:54,387,12/06/2013 8:54,386,12/06/2013 8:54,386,12/06/2013 8:54,387,12/06/2013 8:54,386,12/06/2013 8:54,387,12/06/2013 8:54,0
375,272,12/06/2013 9:16,23,12/06/2013 9:16,23,12/06/2013 9:16,8794,12/06/2013 9:16,2983,12/06/2013 9:16,38,12/06/2013 9:16,2984,12/06/2013 9:16,2983,12/06/2013 9:16,2983,12/06/2013 9:16,2983,12/06/2013 9:16,0
376,16329,12/06/2013 9:17,3393,12/06/2013 9:17,16329,12/06/2013 9:17,16329,12/06/2013 9:17,63,12/06/2013 9:17,16329,12/06/2013 9:17,16329,12/06/2013 9:17,16329,12/06/2013 9:17,16329,12/06/2013 9:17,16329,12/06/2013 9:17,0
377,3559,12/06/2013 9:59,942,12/06/2013 9:59,3560,12/06/2013 9:59,941,12/06/2013 9:59,942,12/06/2013 9:59,940,12/06/2013 9:59,3560,12/06/2013 9:59,3559,12/06/2013 9:59,617,12/06/2013 9:59,3560,12/06/2013 9:59,0
378,3847,12/06/2013 10:02,3846,12/06/2013 10:02,940,12/06/2013 10:02,942,12/06/2013 10:02,941,12/06/2013 10:02,3846,12/06/2013 10:02,942,12/06/2013 10:03,942,12/06/2013 10:03,3847,12/06/2013 10:03,3846,12/06/2013 10:03,0
379,941,12/06/2013 10:03,942,12/06/2013 10:03,3560,12/06/2013 10:03,3559,12/06/2013 10:03,3560,12/06/2013 10:03,3559,12/06/2013 10:03,3559,12/06/2013 10:03,941,12/06/2013 10:03,940,12/06/2013 10:03,3559,12/06/2013 10:03,0
380,942,12/06/2013 10:04,3849,12/06/2013 10:04,3848,12/06/2013 10:04,941,12/06/2013 10:04,941,12/06/2013 10:04,3848,12/06/2013 10:04,3849,12/06/2013 10:04,942,12/06/2013 10:04,941,12/06/2013 10:04,942,12/06/2013 10:04,0
381,3849,12/06/2013 10:08,941,12/06/2013 10:08,3848,12/06/2013 10:08,942,12/06/2013 10:10,3848,12/06/2013 10:10,3849,12/06/2013 10:10,940,12/06/2013 10:10,941,12/06/2013 10:10,940,12/06/2013 10:12,3849,12/06/2013 10:12,0
382,3559,12/06/2013 10:08,940,12/06/2013 10:18,941,12/06/2013 10:18,942,12/06/2013 10:18,942,12/06/2013 10:18,3559,12/06/2013 10:18,3560,12/06/2013 10:18,941,12/06/2013 10:18,3559,12/06/2013 10:18,942,12/06/2013 10:18,0
383,941,12/06/2013 10:18,942,12/06/2013 10:18,3559,12/06/2013 10:18,941,12/06/2013 10:18,3560,12/06/2013 10:18,941,12/06/2013 10:19,3559,12/06/2013 10:19,940,12/06/2013 10:19,3560,12/06/2013 10:19,940,12/06/2013 10:46,0
384,21,12/06/2013 10:21,22,12/06/2013 10:21,774,12/06/2013 10:21,679,12/06/2013 10:21,616,12/06/2013 10:21,616,12/06/2013 10:21,616,12/06/2013 10:21,616,12/06/2013 10:21,677,12/06/2013 10:21,616,12/06/2013 10:21,0
385,1980,12/06/2013 10:33,48,12/06/2013 10:33,1980,12/06/2013 10:34,1980,12/06/2013 10:34,1980,12/06/2013 10:34,1980,12/06/2013 10:34,1980,12/06/2013 10:34,1980,12/06/2013 10:34,1980,12/06/2013 10:34,1981,12/06/2013 10:34,0
